Spp,Label,Order,Zoonoses
Carpitalpa_arendsi,0,Afrosoricida,
Chlorotalpa_duthieae,0,Afrosoricida,
Chlorotalpa_sclateri,0,Afrosoricida,
Cryptochloris_wintoni,0,Afrosoricida,
Cryptochloris_zyli,0,Afrosoricida,
Amblysomus_corriae,0,Afrosoricida,
Amblysomus_hottentotus,0,Afrosoricida,
Amblysomus_marleyi,0,Afrosoricida,
Amblysomus_robustus,0,Afrosoricida,
Amblysomus_septentrionalis,0,Afrosoricida,
Calcochloris_leucorhinus,0,Afrosoricida,
Calcochloris_obtusirostris,0,Afrosoricida,
Calcochloris_tytonis,0,Afrosoricida,
Chrysochloris_asiatica,0,Afrosoricida,
Chrysochloris_stuhlmanni,0,Afrosoricida,
Chrysochloris_visagiei,0,Afrosoricida,
Chrysospalax_trevelyani,0,Afrosoricida,
Chrysospalax_villosus,0,Afrosoricida,
Echinops_telfairi,0,Afrosoricida,
Eremitalpa_granti,0,Afrosoricida,
Geogale_aurita,0,Afrosoricida,
Hemicentetes_nigriceps,0,Afrosoricida,
Hemicentetes_semispinosus,0,Afrosoricida,
Limnogale_mergulus,0,Afrosoricida,
Microgale_brevicaudata,0,Afrosoricida,
Microgale_cowani,0,Afrosoricida,
Microgale_dobsoni,0,Afrosoricida,
Microgale_drouhardi,0,Afrosoricida,
Microgale_dryas,0,Afrosoricida,
Microgale_fotsifotsy,0,Afrosoricida,
Microgale_gracilis,0,Afrosoricida,
Microgale_gymnorhyncha,0,Afrosoricida,
Microgale_longicaudata,0,Afrosoricida,
Microgale_monticola,0,Afrosoricida,
Microgale_nasoloi,0,Afrosoricida,
Microgale_parvula,0,Afrosoricida,
Microgale_principula,0,Afrosoricida,
Microgale_pusilla,0,Afrosoricida,
Microgale_soricoides,0,Afrosoricida,
Microgale_taiva,0,Afrosoricida,
Microgale_talazaci,0,Afrosoricida,
Microgale_thomasi,0,Afrosoricida,
Micropotamogale_lamottei,0,Afrosoricida,
Micropotamogale_ruwenzorii,0,Afrosoricida,
Neamblysomus_gunningi,0,Afrosoricida,
Neamblysomus_julianae,0,Afrosoricida,
Oryzorictes_hova,0,Afrosoricida,
Oryzorictes_tetradactylus,0,Afrosoricida,
Potamogale_velox,0,Afrosoricida,
Setifer_setosus,0,Afrosoricida,
Tenrec_ecaudatus,1,Afrosoricida,Plague
Beatragus_hunteri,0,Artiodactyla,
Bos_javanicus,0,Artiodactyla,
Capra_sibirica,0,Artiodactyla,
Gazella_gazella,0,Artiodactyla,
Ovis_canadensis,0,Artiodactyla,
Pelea_capreolus,0,Artiodactyla,
Philantomba_maxwellii,0,Artiodactyla,
Przewalskium_albirostris,0,Artiodactyla,
Rucervus_duvaucelii,0,Artiodactyla,
Rucervus_eldii,0,Artiodactyla,
Rucervus_schomburgki,0,Artiodactyla,
Addax_nasomaculatus,1,Artiodactyla,Spotted fevers - Old World
Addax_nasomaculatus,1,Artiodactyla,Echinococcosis - unilocular
Aepyceros_melampus,1,Artiodactyla,Brucellosis
Aepyceros_melampus,1,Artiodactyla,Cryptosporidiosis
Aepyceros_melampus,1,Artiodactyla,Echinococcosis - unilocular
Aepyceros_melampus,1,Artiodactyla,Fascioliasis
Aepyceros_melampus,1,Artiodactyla,Pentastomiasis - Armillifer
Aepyceros_melampus,1,Artiodactyla,Pentastomiasis - Linguatula
Alcelaphus_buselaphus,1,Artiodactyla,Trypanosomiasis - African
Alces_alces,1,Artiodactyla,Anaplasmosis
Alces_alces,1,Artiodactyla,Bartonellosis - other systemic
Alces_alces,1,Artiodactyla,Brucellosis
Alces_alces,1,Artiodactyla,Echinococcosis - unilocular
Alces_alces,1,Artiodactyla,Fascioliasis
Alces_alces,1,Artiodactyla,Giardiasis
Alces_alces,1,Artiodactyla,Hantavirus infection - Old World
Alces_alces,1,Artiodactyla,Hepatitis E
Alces_alces,1,Artiodactyla,Toxoplasmosis
Alces_americanus,1,Artiodactyla,Eastern equine encephalitis
Ammotragus_lervia,1,Artiodactyla,Toxoplasmosis
Antidorcas_marsupialis,1,Artiodactyla,Anthrax
Antilocapra_americana,1,Artiodactyla,Capillariasis - extraintestinal
Antilocapra_americana,1,Artiodactyla,Eastern equine encephalitis
Axis_axis,1,Artiodactyla,Cryptococcus macerans
Bison_bison,1,Artiodactyla,Anthrax
Bison_bison,1,Artiodactyla,Brucellosis
Bison_bison,1,Artiodactyla,Cryptosporidiosis
Bison_bison,1,Artiodactyla,Escherichia coli diarrhea
Bison_bison,1,Artiodactyla,Giardiasis
Bison_bison,1,Artiodactyla,Hepatitis E
Bison_bison,1,Artiodactyla,Tuberculosis
Bison_bonasus,1,Artiodactyla,Tuberculosis
Bison_bonasus,1,Artiodactyla,Leptospirosis
Bison_bonasus,1,Artiodactyla,Anaplasmosis
Blastocerus_dichotomus,1,Artiodactyla,Anaplasmosis
Blastocerus_dichotomus,1,Artiodactyla,Rabies
Bos_frontalis,1,Artiodactyla,Toxoplasmosis
Bos_grunniens,1,Artiodactyla,Brucellosis
Bos_grunniens,1,Artiodactyla,Cryptosporidiosis
Bos_grunniens,1,Artiodactyla,Hepatitis E
Bos_grunniens,1,Artiodactyla,Toxoplasmosis
Bos_taurus,1,Artiodactyla,Giardiasis
Bos_taurus,1,Artiodactyla,Influenza
Bos_taurus,1,Artiodactyla,Toxoplasmosis
Bos_taurus,1,Artiodactyla,Cryptosporidiosis
Boselaphus_tragocamelus,1,Artiodactyla,Anthrax
Bubalus_bubalis,1,Artiodactyla,Brucellosis
Bubalus_bubalis,1,Artiodactyla,Cryptosporidiosis
Bubalus_bubalis,1,Artiodactyla,Giardiasis
Bubalus_bubalis,1,Artiodactyla,Echinococcosis - unilocular
Bubalus_bubalis,1,Artiodactyla,Escherichia coli diarrhea
Bubalus_bubalis,1,Artiodactyla,Fascioliasis
Bubalus_bubalis,1,Artiodactyla,Mammomonogamiasis
Bubalus_bubalis,1,Artiodactyla,Schistosomiasis - japonicum
Bubalus_bubalis,1,Artiodactyla,Toxoplasmosis
Bubalus_bubalis,1,Artiodactyla,Trypanosomiasis - African
Bubalus_bubalis,1,Artiodactyla,Tuberculosis
Bubalus_bubalis,1,Artiodactyla,Vaccinia and cowpox
Budorcas_taxicolor,1,Artiodactyla,Brucellosis
Budorcas_taxicolor,1,Artiodactyla,Cryptosporidiosis
Budorcas_taxicolor,1,Artiodactyla,Giardiasis
Budorcas_taxicolor,1,Artiodactyla,Microsporidiosis
Camelus_bactrianus,1,Artiodactyla,Toxoplasmosis
Camelus_dromedarius,1,Artiodactyla,Anaplasmosis
Camelus_dromedarius,1,Artiodactyla,Brucellosis
Camelus_dromedarius,1,Artiodactyla,Cryptosporidiosis
Camelus_dromedarius,1,Artiodactyla,Echinococcosis - unilocular
Camelus_dromedarius,1,Artiodactyla,Glanders
Camelus_dromedarius,1,Artiodactyla,Gongylonemiasis
Camelus_dromedarius,1,Artiodactyla,Orf
Camelus_dromedarius,1,Artiodactyla,Pentastomiasis - Linguatula
Camelus_dromedarius,1,Artiodactyla,Pythiosis
Camelus_dromedarius,1,Artiodactyla,Q-fever
Camelus_dromedarius,1,Artiodactyla,Rift Valley fever
Camelus_dromedarius,1,Artiodactyla,Salmonellosis
Camelus_dromedarius,1,Artiodactyla,Sarcocystosis
Camelus_dromedarius,1,Artiodactyla,Toxoplasmosis
Camelus_dromedarius,1,Artiodactyla,Trichostrongyliasis
Camelus_dromedarius,1,Artiodactyla,Trypanosomiasis - African
Camelus_dromedarius,1,Artiodactyla,West Nile fever
Capra_falconeri,1,Artiodactyla,Tick-borne encephalitis
Capra_hircus,1,Artiodactyla,Orf
Capra_hircus,1,Artiodactyla,Q-fever
Capra_hircus,1,Artiodactyla,Toxoplasmosis
Capra_ibex,1,Artiodactyla,Brucellosis
Capra_ibex,1,Artiodactyla,Cryptosporidiosis
Capra_ibex,1,Artiodactyla,Leptospirosis
Capra_ibex,1,Artiodactyla,Q-fever
Capra_ibex,1,Artiodactyla,Toxoplasmosis
Capra_nubiana,1,Artiodactyla,Coenurosis
Capra_pyrenaica,1,Artiodactyla,Brucellosis
Capra_pyrenaica,1,Artiodactyla,Toxoplasmosis
Capreolus_capreolus,1,Artiodactyla,Anaplasmosis
Capreolus_capreolus,1,Artiodactyla,Babesiosis
Capreolus_capreolus,1,Artiodactyla,Bartonellosis - other systemic
Capreolus_capreolus,1,Artiodactyla,Cryptosporidiosis
Capreolus_capreolus,1,Artiodactyla,Dicrocoeliasis
Capreolus_capreolus,1,Artiodactyla,Fascioliasis
Capreolus_capreolus,1,Artiodactyla,Giardiasis
Capreolus_capreolus,1,Artiodactyla,Hantavirus infection - Old World
Capreolus_capreolus,1,Artiodactyla,Hepatitis E
Capreolus_capreolus,1,Artiodactyla,Leptospirosis
Capreolus_capreolus,1,Artiodactyla,Lyme disease
Capreolus_capreolus,1,Artiodactyla,Q-fever
Capreolus_capreolus,1,Artiodactyla,Tick-borne encephalitis
Capreolus_capreolus,1,Artiodactyla,Toxoplasmosis
Capreolus_capreolus,1,Artiodactyla,Trichostrongyliasis
Capricornis_crispus,1,Artiodactyla,Dicrocoeliasis
Capricornis_crispus,1,Artiodactyla,Onchocerciasis
Capricornis_crispus,1,Artiodactyla,Orf
Capricornis_crispus,1,Artiodactyla,Toxoplasmosis
Cephalophus_dorsalis,1,Artiodactyla,Trypanosomiasis - African
Cervus_elaphus,1,Artiodactyla,Anaplasmosis
Cervus_elaphus,1,Artiodactyla,Anthrax
Cervus_elaphus,1,Artiodactyla,Babesiosis
Cervus_elaphus,1,Artiodactyla,Brucellosis
Cervus_elaphus,1,Artiodactyla,Crimean-Congo hemorrhagic fever
Cervus_elaphus,1,Artiodactyla,Dicrocoeliasis
Cervus_elaphus,1,Artiodactyla,Echinococcosis - unilocular
Cervus_elaphus,1,Artiodactyla,Fascioliasis
Cervus_elaphus,1,Artiodactyla,Giardiasis
Cervus_elaphus,1,Artiodactyla,Hepatitis E
Cervus_elaphus,1,Artiodactyla,Leptospirosis
Cervus_elaphus,1,Artiodactyla,Microsporidiosis
Cervus_elaphus,1,Artiodactyla,Ornithosis
Cervus_elaphus,1,Artiodactyla,Q-fever
Cervus_elaphus,1,Artiodactyla,Tick-borne encephalitis
Cervus_elaphus,1,Artiodactyla,Toxoplasmosis
Cervus_elaphus,1,Artiodactyla,Trichostrongyliasis
Cervus_elaphus,1,Artiodactyla,Tuberculosis
Cervus_elaphus,1,Artiodactyla,Yersiniosis
Cervus_nippon,1,Artiodactyla,Anaplasmosis
Cervus_nippon,1,Artiodactyla,Babesiosis
Cervus_nippon,1,Artiodactyla,Ehrlichiosis - human monocytic
Cervus_nippon,1,Artiodactyla,Escherichia coli diarrhea
Cervus_nippon,1,Artiodactyla,Fascioliasis
Cervus_nippon,1,Artiodactyla,Hepatitis E
Cervus_nippon,1,Artiodactyla,Listeriosis
Cervus_nippon,1,Artiodactyla,Microsporidiosis
Cervus_nippon,1,Artiodactyla,Sarcocystosis
Cervus_nippon,1,Artiodactyla,Toxoplasmosis
Connochaetes_taurinus,1,Artiodactyla,Anthrax
Connochaetes_taurinus,1,Artiodactyla,Brucellosis
Connochaetes_taurinus,1,Artiodactyla,Pentastomiasis - Armillifer
Connochaetes_taurinus,1,Artiodactyla,Pentastomiasis - Linguatula
Dama_dama,1,Artiodactyla,Anaplasmosis
Dama_dama,1,Artiodactyla,Fascioliasis
Dama_dama,1,Artiodactyla,Leptospirosis
Dama_dama,1,Artiodactyla,Listeriosis
Dama_dama,1,Artiodactyla,Toxoplasmosis
Dama_dama,1,Artiodactyla,Yersiniosis
Gazella_dorcas,1,Artiodactyla,Rift Valley fever
Giraffa_camelopardalis,1,Artiodactyla,Crimean-Congo hemorrhagic fever
Giraffa_camelopardalis,1,Artiodactyla,Pentastomiasis - Armillifer
Giraffa_camelopardalis,1,Artiodactyla,Pentastomiasis - Linguatula
Giraffa_camelopardalis,1,Artiodactyla,Toxoplasmosis
Giraffa_camelopardalis,1,Artiodactyla,Trypanosomiasis - African
Hippopotamus_amphibius,1,Artiodactyla,Anthrax
Hippopotamus_amphibius,1,Artiodactyla,Echinococcosis - unilocular
Hippopotamus_amphibius,1,Artiodactyla,Trypanosomiasis - African
Hippotragus_niger,1,Artiodactyla,Tuberculosis
Hydropotes_inermis,1,Artiodactyla,Anaplasmosis
Hydropotes_inermis,1,Artiodactyla,Bartonellosis - other systemic
Hydropotes_inermis,1,Artiodactyla,Brucellosis
Hydropotes_inermis,1,Artiodactyla,Q-fever
Kobus_ellipsiprymnus,1,Artiodactyla,Rift Valley fever
Kobus_ellipsiprymnus,1,Artiodactyla,Trypanosomiasis - African
Kobus_ellipsiprymnus,1,Artiodactyla,Pentastomiasis - Armillifer
Kobus_ellipsiprymnus,1,Artiodactyla,Pentastomiasis - Linguatula
Kobus_kob,1,Artiodactyla,Trypanosomiasis - African
Kobus_leche,1,Artiodactyla,Brucellosis
Lama_glama,1,Artiodactyla,Toxoplasmosis
Mazama_americana,1,Artiodactyla,Rabies
Mazama_americana,1,Artiodactyla,Toxoplasmosis
Mazama_gouazoubira,1,Artiodactyla,Anaplasmosis
Mazama_gouazoubira,1,Artiodactyla,Ehrlichiosis - human monocytic
Mazama_gouazoubira,1,Artiodactyla,Toxoplasmosis
Muntiacus_reevesi,1,Artiodactyla,Ehrlichiosis - human monocytic
Odocoileus_hemionus,1,Artiodactyla,Anaplasmosis
Odocoileus_hemionus,1,Artiodactyla,Brucellosis
Odocoileus_hemionus,1,Artiodactyla,California encephalitis group
Odocoileus_hemionus,1,Artiodactyla,Dicrocoeliasis
Odocoileus_hemionus,1,Artiodactyla,Echinococcosis - unilocular
Odocoileus_hemionus,1,Artiodactyla,Escherichia coli diarrhea
Odocoileus_hemionus,1,Artiodactyla,Leptospirosis
Odocoileus_hemionus,1,Artiodactyla,Relapsing fever
Odocoileus_virginianus,1,Artiodactyla,Anaplasmosis
Odocoileus_virginianus,1,Artiodactyla,Anthrax
Odocoileus_virginianus,1,Artiodactyla,Babesiosis
Odocoileus_virginianus,1,Artiodactyla,Bartonellosis - other systemic
Odocoileus_virginianus,1,Artiodactyla,Bunyaviridae infections - misc.
Odocoileus_virginianus,1,Artiodactyla,California encephalitis group
Odocoileus_virginianus,1,Artiodactyla,Cryptosporidiosis
Odocoileus_virginianus,1,Artiodactyla,Dicrocoeliasis
Odocoileus_virginianus,1,Artiodactyla,Eastern equine encephalitis
Odocoileus_virginianus,1,Artiodactyla,Echinococcosis - unilocular
Odocoileus_virginianus,1,Artiodactyla,Ehrlichiosis - human monocytic
Odocoileus_virginianus,1,Artiodactyla,Escherichia coli diarrhea
Odocoileus_virginianus,1,Artiodactyla,Giardiasis
Odocoileus_virginianus,1,Artiodactyla,Gongylonemiasis
Odocoileus_virginianus,1,Artiodactyla,Hepatitis E
Odocoileus_virginianus,1,Artiodactyla,Leptospirosis
Odocoileus_virginianus,1,Artiodactyla,Listeriosis
Odocoileus_virginianus,1,Artiodactyla,Lyme disease
Odocoileus_virginianus,1,Artiodactyla,Q-fever
Odocoileus_virginianus,1,Artiodactyla,Relapsing fever
Odocoileus_virginianus,1,Artiodactyla,Toxoplasmosis
Odocoileus_virginianus,1,Artiodactyla,Tuberculosis
Odocoileus_virginianus,1,Artiodactyla,Venezuelan equine encephalitis
Odocoileus_virginianus,1,Artiodactyla,Yersiniosis
Oreamnos_americanus,1,Artiodactyla,Echinococcosis - unilocular
Oreamnos_americanus,1,Artiodactyla,Tuberculosis
Oreamnos_americanus,1,Artiodactyla,Fascioliasis
Oryx_beisa,1,Artiodactyla,Brucellosis
Oryx_gazella,1,Artiodactyla,Anthrax
Oryx_gazella,1,Artiodactyla,Tuberculosis
Oryx_leucoryx,1,Artiodactyla,Q-fever
Oryx_leucoryx,1,Artiodactyla,Tuberculosis
Ovibos_moschatus,1,Artiodactyla,Giardiasis
Ovibos_moschatus,1,Artiodactyla,Orf
Ovis_ammon,1,Artiodactyla,Toxoplasmosis
Ovis_aries,1,Artiodactyla,Cryptosporidiosis
Ovis_aries,1,Artiodactyla,Orf
Ovis_aries,1,Artiodactyla,Toxoplasmosis
Ovis_dalli,1,Artiodactyla,Orf
Ozotoceros_bezoarticus,1,Artiodactyla,Leptospirosis
Pecari_tajacu,1,Artiodactyla,Toxoplasmosis
Phacochoerus_aethiopicus,1,Artiodactyla,Trypanosomiasis - African
Philantomba_monticola,1,Artiodactyla,Trypanosomiasis - African
Rangifer_tarandus,1,Artiodactyla,Babesiosis
Rangifer_tarandus,1,Artiodactyla,Brucellosis
Rangifer_tarandus,1,Artiodactyla,Echinococcosis - unilocular
Rangifer_tarandus,1,Artiodactyla,Giardiasis
Rangifer_tarandus,1,Artiodactyla,Orf
Rangifer_tarandus,1,Artiodactyla,Rabies
Rangifer_tarandus,1,Artiodactyla,Sarcocystosis
Rangifer_tarandus,1,Artiodactyla,Tick-borne encephalitis
Rangifer_tarandus,1,Artiodactyla,Toxoplasmosis
Redunca_redunca,1,Artiodactyla,Trypanosomiasis - African
Rupicapra_pyrenaica,1,Artiodactyla,Brucellosis
Rupicapra_pyrenaica,1,Artiodactyla,Lyme disease
Rupicapra_pyrenaica,1,Artiodactyla,Spotted fevers - Old World
Rupicapra_pyrenaica,1,Artiodactyla,Toxoplasmosis
Rupicapra_rupicapra,1,Artiodactyla,Anaplasmosis
Rupicapra_rupicapra,1,Artiodactyla,Babesiosis
Rupicapra_rupicapra,1,Artiodactyla,Brucellosis
Rupicapra_rupicapra,1,Artiodactyla,Leptospirosis
Rupicapra_rupicapra,1,Artiodactyla,Lyme disease
Rupicapra_rupicapra,1,Artiodactyla,Orf
Rupicapra_rupicapra,1,Artiodactyla,Toxoplasmosis
Rusa_timorensis,1,Artiodactyla,Leptospirosis
Sus_scrofa,1,Artiodactyla,Anaplasmosis
Sus_scrofa,1,Artiodactyla,Anthrax
Sus_scrofa,1,Artiodactyla,Balantidiasis
Sus_scrofa,1,Artiodactyla,Brucellosis
Sus_scrofa,1,Artiodactyla,Campylobacteriosis
Sus_scrofa,1,Artiodactyla,Crimean-Congo hemorrhagic fever
Sus_scrofa,1,Artiodactyla,Cryptosporidiosis
Sus_scrofa,1,Artiodactyla,Echinococcosis - multilocular
Sus_scrofa,1,Artiodactyla,Echinococcosis - unilocular
Sus_scrofa,1,Artiodactyla,Fascioliasis
Sus_scrofa,1,Artiodactyla,Giardiasis
Sus_scrofa,1,Artiodactyla,Gnathostomiasis
Sus_scrofa,1,Artiodactyla,Gongylonemiasis
Sus_scrofa,1,Artiodactyla,Hepatitis E
Sus_scrofa,1,Artiodactyla,Japanese encephalitis
Sus_scrofa,1,Artiodactyla,Leptospirosis
Sus_scrofa,1,Artiodactyla,Listeriosis
Sus_scrofa,1,Artiodactyla,Paracoccidioidomycosis
Sus_scrofa,1,Artiodactyla,Q-fever
Sus_scrofa,1,Artiodactyla,Salmonellosis
Sus_scrofa,1,Artiodactyla,Toxoplasmosis
Sus_scrofa,1,Artiodactyla,Trichinosis
Sus_scrofa,1,Artiodactyla,Trichostrongyliasis
Sus_scrofa,1,Artiodactyla,Tuberculosis
Sus_scrofa,1,Artiodactyla,Tularemia
Sus_scrofa,1,Artiodactyla,Venezuelan equine encephalitis
Sus_scrofa,1,Artiodactyla,Yersiniosis
Syncerus_caffer,1,Artiodactyla,Brucellosis
Syncerus_caffer,1,Artiodactyla,Chikungunya
Syncerus_caffer,1,Artiodactyla,Crimean-Congo hemorrhagic fever
Syncerus_caffer,1,Artiodactyla,Cryptosporidiosis
Syncerus_caffer,1,Artiodactyla,Echinococcosis - unilocular
Syncerus_caffer,1,Artiodactyla,Giardiasis
Syncerus_caffer,1,Artiodactyla,Leptospirosis
Syncerus_caffer,1,Artiodactyla,Pentastomiasis - Armillifer
Syncerus_caffer,1,Artiodactyla,Pentastomiasis - Linguatula
Syncerus_caffer,1,Artiodactyla,Rift Valley fever
Syncerus_caffer,1,Artiodactyla,Tuberculosis
Syncerus_caffer,1,Artiodactyla,West Nile fever
Taurotragus_oryx,1,Artiodactyla,Brucellosis
Taurotragus_oryx,1,Artiodactyla,Crimean-Congo hemorrhagic fever
Tayassu_pecari,1,Artiodactyla,Leptospirosis
Tayassu_pecari,1,Artiodactyla,Toxoplasmosis
Tragelaphus_angasii,1,Artiodactyla,Schistosomiasis - mattheei
Tragelaphus_angasii,1,Artiodactyla,Toxoplasmosis
Tragelaphus_scriptus,1,Artiodactyla,Trypanosomiasis - African
Tragelaphus_strepsiceros,1,Artiodactyla,Anthrax
Tragelaphus_strepsiceros,1,Artiodactyla,Crimean-Congo hemorrhagic fever
Tragelaphus_strepsiceros,1,Artiodactyla,Rabies
Tragelaphus_strepsiceros,1,Artiodactyla,Schistosomiasis - mattheei
Tragelaphus_strepsiceros,1,Artiodactyla,Toxoplasmosis
Tragelaphus_strepsiceros,1,Artiodactyla,Trypanosomiasis - African
Tragelaphus_strepsiceros,1,Artiodactyla,Tuberculosis
Tragelaphus_strepsiceros,1,Artiodactyla,Pentastomiasis - Armillifer
Tragelaphus_strepsiceros,1,Artiodactyla,Pentastomiasis - Linguatula
Vicugna_vicugna,1,Artiodactyla,Blastomycosis
Vicugna_vicugna,1,Artiodactyla,Coccidioidomycosis
Vicugna_vicugna,1,Artiodactyla,Cryptosporidiosis
Vicugna_vicugna,1,Artiodactyla,Fascioliasis
Vicugna_vicugna,1,Artiodactyla,Giardiasis
Vicugna_vicugna,1,Artiodactyla,Vaccinia and cowpox
Damaliscus_lunatus,1,Artiodactyla,Pentastomiasis - Armillifer
Damaliscus_lunatus,1,Artiodactyla,Pentastomiasis - Linguatula
Hippotragus_equinus,1,Artiodactyla,Trypanosomiasis - African
Alcelaphus_caama,0,Artiodactyla,
Alcelaphus_lichtensteinii,0,Artiodactyla,
Ammodorcas_clarkei,0,Artiodactyla,
Antilope_cervicapra,0,Artiodactyla,
Axis_calamianensis,0,Artiodactyla,
Axis_kuhlii,0,Artiodactyla,
Axis_porcinus,0,Artiodactyla,
Babyrousa_babyrussa,0,Artiodactyla,
Babyrousa_bolabatuensis,0,Artiodactyla,
Babyrousa_celebensis,0,Artiodactyla,
Babyrousa_togeanensis,0,Artiodactyla,
Bos_sauveli,0,Artiodactyla,
Bubalus_depressicornis,0,Artiodactyla,
Bubalus_mindorensis,0,Artiodactyla,
Bubalus_quarlesi,0,Artiodactyla,
Capra_caucasica,0,Artiodactyla,
Capra_walie,0,Artiodactyla,
Capreolus_pygargus,0,Artiodactyla,
Capricornis_milneedwardsii,0,Artiodactyla,
Capricornis_rubidus,0,Artiodactyla,
Capricornis_sumatraensis,0,Artiodactyla,
Capricornis_swinhoei,0,Artiodactyla,
Capricornis_thar,0,Artiodactyla,
Catagonus_wagneri,0,Artiodactyla,
Cephalophus_adersi,0,Artiodactyla,
Cephalophus_brookei,0,Artiodactyla,
Cephalophus_callipygus,0,Artiodactyla,
Cephalophus_jentinki,0,Artiodactyla,
Cephalophus_leucogaster,0,Artiodactyla,
Cephalophus_natalensis,0,Artiodactyla,
Cephalophus_niger,0,Artiodactyla,
Cephalophus_nigrifrons,0,Artiodactyla,
Cephalophus_ogilbyi,0,Artiodactyla,
Cephalophus_rufilatus,0,Artiodactyla,
Cephalophus_silvicultor,0,Artiodactyla,
Cephalophus_spadix,0,Artiodactyla,
Cephalophus_weynsi,0,Artiodactyla,
Cephalophus_zebra,0,Artiodactyla,
Connochaetes_gnou,0,Artiodactyla,
Damaliscus_korrigum,0,Artiodactyla,
Damaliscus_pygargus,0,Artiodactyla,
Damaliscus_superstes,0,Artiodactyla,
Dorcatragus_megalotis,0,Artiodactyla,
Elaphodus_cephalophus,0,Artiodactyla,
Elaphurus_davidianus,0,Artiodactyla,
Eudorcas_rufifrons,0,Artiodactyla,
Eudorcas_rufina,0,Artiodactyla,
Eudorcas_thomsonii,0,Artiodactyla,
Gazella_arabica,0,Artiodactyla,
Gazella_bennettii,0,Artiodactyla,
Gazella_cuvieri,0,Artiodactyla,
Gazella_erlangeri,0,Artiodactyla,
Gazella_leptoceros,0,Artiodactyla,
Gazella_saudiya,0,Artiodactyla,
Gazella_spekei,0,Artiodactyla,
Gazella_subgutturosa,0,Artiodactyla,
Hemitragus_hylocrius,0,Artiodactyla,
Hemitragus_jayakari,0,Artiodactyla,
Hemitragus_jemlahicus,0,Artiodactyla,
Hexaprotodon_liberiensis,0,Artiodactyla,
Hippocamelus_antisensis,0,Artiodactyla,
Hippocamelus_bisulcus,0,Artiodactyla,
Hippotragus_leucophaeus,0,Artiodactyla,
Hyemoschus_aquaticus,0,Artiodactyla,
Hylochoerus_meinertzhageni,0,Artiodactyla,
Kobus_megaceros,0,Artiodactyla,
Kobus_vardonii,0,Artiodactyla,
Litocranius_walleri,0,Artiodactyla,
Madoqua_guentheri,0,Artiodactyla,
Madoqua_kirkii,0,Artiodactyla,
Madoqua_piacentinii,0,Artiodactyla,
Madoqua_saltiana,0,Artiodactyla,
Mazama_bororo,0,Artiodactyla,
Mazama_bricenii,0,Artiodactyla,
Mazama_chunyi,0,Artiodactyla,
Mazama_nana,0,Artiodactyla,
Mazama_pandora,0,Artiodactyla,
Mazama_rufina,0,Artiodactyla,
Mazama_temama,0,Artiodactyla,
Moschiola_meminna,0,Artiodactyla,
Moschus_anhuiensis,0,Artiodactyla,
Moschus_berezovskii,0,Artiodactyla,
Moschus_chrysogaster,0,Artiodactyla,
Moschus_cupreus,0,Artiodactyla,
Moschus_fuscus,0,Artiodactyla,
Moschus_leucogaster,0,Artiodactyla,
Moschus_moschiferus,0,Artiodactyla,
Muntiacus_atherodes,0,Artiodactyla,
Muntiacus_crinifrons,0,Artiodactyla,
Muntiacus_feae,0,Artiodactyla,
Muntiacus_gongshanensis,0,Artiodactyla,
Muntiacus_muntjak,0,Artiodactyla,
Muntiacus_puhoatensis,0,Artiodactyla,
Muntiacus_putaoensis,0,Artiodactyla,
Muntiacus_rooseveltorum,0,Artiodactyla,
Muntiacus_truongsonensis,0,Artiodactyla,
Muntiacus_vuquangensis,0,Artiodactyla,
Naemorhedus_baileyi,0,Artiodactyla,
Naemorhedus_caudatus,0,Artiodactyla,
Naemorhedus_goral,0,Artiodactyla,
Naemorhedus_griseus,0,Artiodactyla,
Nanger_dama,0,Artiodactyla,
Nanger_granti,0,Artiodactyla,
Nanger_soemmerringii,0,Artiodactyla,
Neotragus_batesi,0,Artiodactyla,
Neotragus_moschatus,0,Artiodactyla,
Neotragus_pygmaeus,0,Artiodactyla,
Okapia_johnstoni,0,Artiodactyla,
Oreotragus_oreotragus,0,Artiodactyla,
Oryx_dammah,0,Artiodactyla,
Ourebia_ourebi,0,Artiodactyla,
Ovis_nivicola,0,Artiodactyla,
Pantholops_hodgsonii,0,Artiodactyla,
Phacochoerus_africanus,0,Artiodactyla,
Potamochoerus_larvatus,0,Artiodactyla,
Potamochoerus_porcus,0,Artiodactyla,
Procapra_gutturosa,0,Artiodactyla,
Procapra_picticaudata,0,Artiodactyla,
Procapra_przewalskii,0,Artiodactyla,
Pseudois_nayaur,0,Artiodactyla,
Pseudois_schaeferi,0,Artiodactyla,
Pseudoryx_nghetinhensis,0,Artiodactyla,
Pudu_mephistophiles,0,Artiodactyla,
Pudu_puda,0,Artiodactyla,
Raphicerus_campestris,0,Artiodactyla,
Raphicerus_melanotis,0,Artiodactyla,
Raphicerus_sharpei,0,Artiodactyla,
Redunca_arundinum,0,Artiodactyla,
Redunca_fulvorufula,0,Artiodactyla,
Rusa_alfredi,0,Artiodactyla,
Rusa_marianna,0,Artiodactyla,
Rusa_unicolor,0,Artiodactyla,
Saiga_borealis,0,Artiodactyla,
Saiga_tatarica,0,Artiodactyla,
Sus_ahoenobarbus,0,Artiodactyla,
Sus_barbatus,0,Artiodactyla,
Sus_bucculentus,0,Artiodactyla,
